ID,Model 1 R^2,Model 2 R^2,Model 3 R^2,Model 4 R^2,Model 5 R^2,Model 6 R^2,Model 7 R^2,Model 8 R^2,Model 1 BIC,Model 2 BIC,Model 3 BIC,Model 4 BIC,Model 5 BIC,Model 6 BIC,Model 7 BIC,Model 8 BIC,Pop_Size_units,Temp_C,Medium,Species,Repeat,Citation,N05,Nmax5,Rmax5,Tlag5,N06,Nmax6,Rmax6,Tlag6,N07,Nmax7,Rmax7,Tlag7,N08,Nmax8,Rmax8,Tlag8
91346,0.811,0.968,0.968,0.982,0.861,0.802,0.964,0.961,357.5,206.4,210.7,163.1,334.9,370.6,221.1,227,N,15,MRS,Lactobaciulus plantarum,1,"Zwietering, M.H., De Wit, J.C., Cuppers, H.G.A.M. and Van't Riet, K., 1994. Modeling of bacterial growth with shifts in temperature. Appl. Environ. Microbiol., 60(1), pp.204-213.",0.5269414509702374,13.917783638097783,0.11714365882037565,0.1584054781764718,5.231334147157913,13.917783638097783,1.716479163290481,43.4660900960427,1.8475044063294637,13.917783638097783,0.4687278308825318,7.5065573551157705,1.741605919458545,13.917783638097783,0.4475804158329743,5.7647502719179355
92029,0.95,0.966,0.976,0.993,0.943,0.989,0.982,0.982,24.59,23.25,22.27,13.81,27.88,15.67,19.69,19.54,CFU,15,Raw Chicken Breast,Staphylococcus spp.,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",0.10414599095078735,9.68907667144942,0.08562337891104418,0.10437659184369752,2.1659901212053496,10.056668399097692,0.36953297340020574,37.94593496183729,2.3060962002046614,9.68907667144942,0.3349332390098444,37.63050370498532,2.4153675849638776,9.68907667144942,0.3318897875225755,38.067037251233124
93066,0.861,0.984,0.988,0.991,0.991,0.993,0.982,0.978,42.56,8.315,6.901,5.412,-1.804,-2.21,13.11,17.21,CFU,7,TGE agar,Arthrobacter globiformis,1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",1.7051685590578058,6.721355454506698,0.01303351624446035,0.09631637594260516,1.4756611597339022,6.764108610798058,0.05109169756776878,0,1.8122624991982865,6.586756939271674,0.04337832733477936,4.164306446851236,1.9047025060951792,6.595473273174877,0.04045104449203698,4.235814036271712
93491,0.829,0.861,0.914,0.991,0.941,0.993,0.991,0.99,34.65,34.91,32.4,11.96,26.35,7.655,9.772,11.17,CFU,7,TGE agar,Arthrobacter citreus,1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",0.23638239166976951,7.661915754446707,0.030361186486720156,0.1951058179586927,1.5559580078879383,7.603222232280855,0.1535498599746773,79.27152408179221,1.666088915906654,7.507976342398255,0.13661596871387377,79.27152408179221,1.8269144137449675,7.539472775261993,0.1267897548688693,79.27152408179221
93701,0.296,0.75,0.947,0.965,0.768,0.792,0.79,0.79,6.581,-7.194,-29.32,-32.92,-8.391,-7.36,-7.208,-7.273,OD_595,35,TSB,Pantoea.agglomerans,1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.049174358962467954,0.770144162219337,0.2642553826472928,0.049752739770987764,0.026428076011620474,0.770144162219337,0.18750779967298553,4.937200150469275,0.0326463111911203,0.770144162219337,0.6470562894236854,7.9607843137255,0.033004731540268395,0.770144162219337,0.16194235894099543,4.487132327636333
93837,0.895,0.989,0.989,0.992,0.577,0.994,0.986,0.972,70.56,44.24,46.79,44.3,91.18,38.93,49.85,58.6,N,20,MRS broth,Lactobacillus sakei,1,"Silva, A.P.R.D., Longhi, D.A., Dalcanton, F. and Aragão, G.M.F.D., 2018. Modelling the growth of lactic acid bacteria at different temperatures. Brazilian Archives of Biology and Technology, 61.",0.0014268053353861773,29.29176744528489,0.7965263953844948,0.01892253395843097,5.724640373780162,31.03110276570786,1.9805090536832801,0.5615516409403287,7.065664447401419,29.619791610647496,1.6567930302439366,0.5020684712855227,8.288946042927456,30.43566222357766,1.3271467081299098,0
94869,0.117,0.792,0.954,0.968,0.551,0.549,0.55,0.537,-24.81,-42.38,-60.85,-63.43,-31.64,-28.93,-28.97,-28.58,OD_595,25,TSB,Acinetobacter.clacoaceticus,1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.02865684988577278,0.24825592530257945,0.26066872156770843,0.02651005813855871,0.03185771058321762,0.24825592530257945,0.042231359972860635,2.748934641202419,0.029538823495723288,0.24825592530257945,0.26066872156770843,7.179487179487155,0.036096483475612375,0.24825592530257945,0.02279352641544763,0
95126,0.979,0.992,0.997,0.998,0.922,0.997,0.996,0.993,21.94,12.75,2.867,1.929,40.05,3.807,7.58,13.8,CFU,15,Salted Chicken Breast,Pseudomonas spp.,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",0.3352520665426717,9.602033241216903,0.08198746129846725,0.23858481565301706,0.7733701119218476,10.586241648441638,0.2718908545426353,11.272706070292179,1.0147730360321972,9.807452263629632,0.22997524955339446,8.935590558486767,1.1823995119789854,9.912980545809905,0.2148908513321132,8.659157632825924
95408,0.0203,0.672,0.955,0.987,0.344,0.347,0.345,0.348,8.682,-14.39,-58.72,-84.97,2.244,5.298,5.394,5.259,OD_595,15,TSB,Dickeya.zeae..RDA.R.,1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.031138666185216234,0.7712272532775559,0.10168004926986823,0.06574308993363466,0,0.7712272532775559,0.03418187008780687,2.7713625866050533,0,0.7712272532775559,0.04816732801184424,2.7713625866050533,0.006232906551518287,0.7712272532775559,0.03030849398212422,2.7713625866050533
95584,0.775,0.944,0.98,0.986,0.991,0.992,0.931,0.957,-23.78,-39.4,-50.26,-52.36,-62.98,-62.65,-34.07,-40.09,OD_595,25,TSB,Pseudomonas.fluorescens,2,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.023975161839354456,0.3717780510950895,0.17181030660831026,0.004767088035327241,7.955445947742125e-4,0.3725078761270313,0.03325152507903435,2.2511135733863132,0.03172438949709188,0.4098853013323362,0.027762021907621774,0,0.0251516176466873,0.37885937584209933,0.016849071164834806,0
95638,0.49,0.554,0.614,0.766,-0.0275,0.772,0.772,0.686,42.95,43.87,44.66,41.58,53.05,38.88,38.89,42.41,N,32,ESAW,Tetraselmis tetrahele,3,"Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697.",7.76996069471175,12.117503385276308,0.014979859802069116,2.425169198192571,8.52446399673341,12.117503385276308,0.13958043260600264,206.74240897927476,8.52269538549771,12.117503385276308,0.14941959937532961,211.16538593825234,8.715428563861348,12.117503385276308,0.024362063349324732,105.04151269928113
95902,0.814,0.975,0.98,0.993,0.669,0.99,0.994,0.995,50.91,19.8,18.91,4.627,63.54,6.093,-2.983,-6.662,CFU,0,TGE agar,Arthrobacter aurescens,1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",0.09652922150699499,7.558962459738563,0.013331261065357104,0.1429223509494579,1.8937852715713699,8.333756111861765,0.05377082912667471,294.49158502951906,1.880223687420055,8.18005255530366,0.04670024379638042,279.3229098978183,1.9058430905131298,7.936910582725491,0.044555135863935814,272.1089692321949
96826,0.0482,0.736,0.943,0.982,0.365,0.365,0.363,0.367,-38.97,-65.32,-97.4,-120.5,-45.15,-42.03,-41.92,-42.07,OD_595,15,TSB,Stenotrophomonas.maltophilia,1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.03437120606321061,0.31649414546564897,0.05784492054955869,0.0314146818111773,0,0.31649414546564897,0.011118913766416856,3.367090987262285e-4,0.002436684628780976,0.31649414546564897,0.03390154825961363,7.533240734710254,0.04759073722157457,0.31649414546564897,0.008206400716719117,7.064945267474208
96980,0.971,0.974,0.998,0.998,0.885,0.994,0.996,0.995,28.96,30.44,2.983,3.503,48.11,15.8,10.5,13.61,CFU,15,Salted Chicken Breast,Staphylococcus spp.,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",0.20264125248849846,10.589412555428,0.08893238680762967,0.21895696760310315,2.2268152466868143,11.674827342359372,0.3389866676229448,31.268326995951767,1.995901580533273,11.119782194405895,0.2723217021148392,23.438102512481976,1.8016992597044783,11.051182607444174,0.2597233074611017,19.719507876593386
97519,0.987,0.995,0.998,0.999,0.911,0.99,0.999,0.999,8.826,5.314,-0.4505,0.04638,22.03,10.77,-2.257,-2.297,N,6,Pasteurised Double Cream,Serratia marcescens,1,"Phillips, J.D. and Griffiths, M.W., 1987. The relation between temperature and growth of bacteria in dairy products. Food Microbiology, 4(2), pp.173-185.",0.12078917942761605,8.772502822812786,0.0011109585726378182,0.24947069574523253,1.0453539641965948,9.6716843621511,0.0035395034444827937,1810.6741409718502,0.9992706081072605,9.498807174417356,0.0027690524469898324,1201.7398414319887,0.9999999971790962,9.211127963953427,0.002759542545292041,1192.17661621867
98055,0.697,0.968,0.978,0.984,0.99,0.987,0.983,0.977,42.99,20.82,19.11,18.16,8.381,13.16,15.87,19.56,CFU,7,TGE agar,Arthrobacter aurescens,1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",1.5482508833599875,9.304310994488468,0.02795741946706746,0.23341908417792726,1.223292628602489,9.381770320855143,0.14820947086831376,1.54639175257734,1.770274047893912,9.15357806010297,0.12188824907436731,1.54639175257734,1.9971607507807618,9.198556542035192,0.11168711572799178,1.54639175257734
98264,0.943,0.965,0.996,1,0.971,0.986,0.991,0.998,-0.7696,-1.905,-13.89,-36.83,-2.921,-5.47,-8.072,-18.44,DryWeight,25,Z8,Oscillatoria agardhii Strain 97,1,"Sivonen, K., 1990. Effects of light, temperature, nitrate, orthophosphate, and bacteria on growth of and hepatotoxin production by Oscillatoria agardhii strains. Appl. Environ. Microbiol., 56(9), pp.2658-2666.",0.9821059924681846,2.84652035892809,0.007967640811696907,0.13173412385320724,1.0818753251406188,2.8176311000055265,0.014840790060951752,49.998659911738415,1.1008421663735135,2.729087488925828,0.018905407909298868,83.5397982133892,1.0838681876767646,2.6769094022111934,0.011946860409350914,28.28864748759523
98393,0.98,0.982,0.998,0.999,0.954,0.994,0.997,0.995,16.96,18.36,-0.8732,-3.16,26.66,10.1,4.527,8.619,CFU,2,Raw Chicken Breast,Staphylococcus spp.,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",0.056470003597281576,9.22554338298846,0.017094389209655083,0.06149250907714192,1.242115098901256,10.17116157974478,0.0703277622360155,201.2577672062723,1.1683174671836167,9.714843617510619,0.05775458282757201,174.82784021974373,1.1583292294648515,9.686820552137885,0.055286006558573846,165.36649518178086
98567,0.96,0.966,0.989,0.99,0.901,0.994,0.989,0.988,39.14,39.04,21.32,23.45,58.22,11.98,21.3,23.52,CFU,0,TGE agar,Arthrobacter sp. 62,1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",0.177978601188775,8.604526614291407,0.015017224489672116,0.14949603201869568,1.8119770282406777,9.486490592256278,0.05436515919443189,184.32296880640612,1.848155053990141,8.842048334873873,0.04386935467908832,160.84434884611508,1.912279587243004,8.992255183400914,0.040528740433980935,152.71838558137594
98583,0.623,0.695,0.732,0.825,0.73,0.654,0.657,0.624,29.03,28.85,29.75,26.77,27.27,33.04,32.94,34.14,N,25,ESAW,Tetraselmis tetrahele,2,"Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697.",9.618771779199184,13.103738860419204,0.02236024668310623,0.7485237321586382,10.909400822303443,13.420783575429438,0.01353854306461746,0,10.935158677967625,13.343343031604743,0.013498064335385513,0,11.046376399804021,13.255486267278695,0.013498064335385513,0.616378207548747
98875,0.972,0.974,0.994,0.995,0.948,0.989,0.996,0.996,18.83,20.5,9.353,10.22,26.59,14.46,6.382,5.734,CFU,20,Cooked Chicken Breast,Aerobic Psychotropic.,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",0.10229534916435319,8.454494336028024,0.15633013496381645,0.10570843454348815,1.411399701367907,9.316290712616901,0.6431004542444193,19.530176563462096,1.3725359437511966,8.94863435634943,0.5266169719365306,17.239762645728245,1.3602274093786089,8.803839231474438,0.5040248295213478,16.285901593035767
98956,0.938,0.982,0.996,0.996,0.93,0.992,0.996,0.996,39.79,26,8.287,10.5,43.92,18.22,9.278,9.72,CFU,10,Salted Chicken Breast,Staphylococcus spp.,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",0.2705302824247878,10.412103941140948,0.05296107357213046,0.1942858644116399,1.0871401488684966,11.425431521378416,0.20120472530807468,25.770058784319342,0.8531537606516235,10.62420835959789,0.17281403554843022,14.894719476015606,1.0136100074133712,10.616817331705944,0.17139343431244874,16.39962418178542
99017,0.984,0.985,0.991,0.994,0.822,0.991,0.991,0.99,16.99,18.49,15.57,14.03,40.68,15.93,16.33,17.17,CFU,20,Salted Chicken Breast,Staphylococcus spp.,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",0.0704767691777174,10.766731477854616,0.1837783105258948,0.1564919341420705,1.6970168954958222,11.870321454334716,0.6017191783609671,17.09833712337599,1.6481363662645228,11.570315561731247,0.4725323103029979,13.092083929352736,1.8445907416332883,11.305068051747348,0.47247022950076495,14.11232063260961
99029,0.887,0.995,0.996,0.996,0.574,0.996,0.989,0.988,91.37,40.84,42.15,41.42,116.8,39.24,58.05,59.4,N,16,MRS broth,Weissella viridescens,1,"Silva, A.P.R.D., Longhi, D.A., Dalcanton, F. and Aragão, G.M.F.D., 2018. Modelling the growth of lactic acid bacteria at different temperatures. Brazilian Archives of Biology and Technology, 61.",1.434086764486631,29.21886242355598,0.3191448064592429,2.388600902925412,4.351029589447266,30.6739993583201,1.2366843469848634,0,5.783020900071272,29.21886242355598,1.0350143485853198,0,6.47588302765461,29.21886242355598,1.005163463352112,1.171897266240786
99053,0.942,0.986,0.986,0.994,0.971,0.991,0.981,0.982,31.06,16.18,18.53,11.47,25.27,14.1,22.23,21.8,CFU,10,Cooked Chicken Breast,Staphylococcus spp.,1,"Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474.",0.2637626859399597,8.684530867566698,0.044308428606635065,0.11219938151135231,0,9.574695281492286,0.1637741945924777,18.64974079050627,0.7799714065477132,8.684530867566698,0.15573159146896387,28.60569429195406,1.1964828088422068,8.684530867566698,0.15765990422936704,35.44753291553808
99236,0.973,0.974,0.989,0.999,0.0355,0.992,0.989,0.991,10.74,12.43,8.534,-3.775,37.71,5.777,8.209,7.065,N,15,C02 Beef Striploins,Salmonella Typhimurium,1,"Gill, C.O. and DeLacy, K.M., 1991. Growth of Escherichia coli and Salmonella typhimurium on high-pH beef packed under vacuum or carbon dioxide. International journal of food microbiology, 13(1), pp.21-30.",4.962489326165283,10.660746984279683,1.9251777574164508,2.713938277197117,5.524920962994948,11.753473550168351,3.449533060712157,1.0633289031180895,5.5752030591125905,11.204969918239676,2.9271574494176003,0.8853617886366413,5.689684993197222,11.193784333493667,2.774286587294093,0.8827103688517002
99469,0.907,0.98,0.989,0.998,0.99,0.997,0.995,0.976,31.88,14.76,9.654,-8.842,5.316,-8.808,-0.306,19.39,CFU,0,TGE agar,Arthrobacter sp. 88,1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555.",0.5846781727094644,7.251625269935425,0.013351283418565209,0.09310370509280635,1.8115325756219336,7.435572043545553,0.0587813792155554,122.8838214636636,1.831478321515774,6.92978733231228,0.054172546836860444,118.18609916861877,2.2750232858725754,6.836975710769275,0.07390997368990629,170.51742465596
99547,0.507,0.526,0.678,0.775,-0.438,0.763,0.75,0.756,38.45,40.47,38.32,36.49,53.78,34.62,35.28,34.99,N,32,ESAW,Tetraselmis tetrahele,5,"Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697.",10.099634590653414,12.103812926908997,0.012522948340763144,2.200076615012944,9.529822158649836,12.103812926908997,0.04516944083244297,275.8040585541917,9.54517850601924,12.103812926908997,0.04313319486815743,289.71470108847063,9.689067095610449,12.103812926908997,0.01885096065809322,246.85716542235278
